"Country Code","Series Code","Time","Value"
"EAS","IC.FRM.FEMO.ZS",2017,..
"EAS","IC.FRM.FEMO.ZS",2016,47.4538461538462
"EAS","IC.FRM.FEMO.ZS",2015,..
"EAS","IC.FRM.FEMO.ZS",2014,..
"EAS","IC.FRM.FEMO.ZS",2013,..
"EAS","IC.FRM.FEMO.ZS",2012,..
"EAS","IC.FRM.FEMO.ZS",2011,..
"EAS","IC.FRM.FEMO.ZS",2010,..
"ECS","IC.FRM.FEMO.ZS",2017,..
"ECS","IC.FRM.FEMO.ZS",2016,32.5033333333333
"ECS","IC.FRM.FEMO.ZS",2015,..
"ECS","IC.FRM.FEMO.ZS",2014,..
"ECS","IC.FRM.FEMO.ZS",2013,..
"ECS","IC.FRM.FEMO.ZS",2012,..
"ECS","IC.FRM.FEMO.ZS",2011,..
"ECS","IC.FRM.FEMO.ZS",2010,..
"LCN","IC.FRM.FEMO.ZS",2017,..
"LCN","IC.FRM.FEMO.ZS",2016,42.2466666666667
"LCN","IC.FRM.FEMO.ZS",2015,..
"LCN","IC.FRM.FEMO.ZS",2014,..
"LCN","IC.FRM.FEMO.ZS",2013,..
"LCN","IC.FRM.FEMO.ZS",2012,..
"LCN","IC.FRM.FEMO.ZS",2011,..
"LCN","IC.FRM.FEMO.ZS",2010,..
"MEA","IC.FRM.FEMO.ZS",2017,..
"MEA","IC.FRM.FEMO.ZS",2016,23.34
"MEA","IC.FRM.FEMO.ZS",2015,..
"MEA","IC.FRM.FEMO.ZS",2014,..
"MEA","IC.FRM.FEMO.ZS",2013,..
"MEA","IC.FRM.FEMO.ZS",2012,..
"MEA","IC.FRM.FEMO.ZS",2011,..
"MEA","IC.FRM.FEMO.ZS",2010,..
"NAC","IC.FRM.FEMO.ZS",2017,..
"NAC","IC.FRM.FEMO.ZS",2016,..
"NAC","IC.FRM.FEMO.ZS",2015,..
"NAC","IC.FRM.FEMO.ZS",2014,..
"NAC","IC.FRM.FEMO.ZS",2013,..
"NAC","IC.FRM.FEMO.ZS",2012,..
"NAC","IC.FRM.FEMO.ZS",2011,..
"NAC","IC.FRM.FEMO.ZS",2010,..
"SAS","IC.FRM.FEMO.ZS",2017,..
"SAS","IC.FRM.FEMO.ZS",2016,18.3714285714286
"SAS","IC.FRM.FEMO.ZS",2015,..
"SAS","IC.FRM.FEMO.ZS",2014,..
"SAS","IC.FRM.FEMO.ZS",2013,..
"SAS","IC.FRM.FEMO.ZS",2012,..
"SAS","IC.FRM.FEMO.ZS",2011,..
"SAS","IC.FRM.FEMO.ZS",2010,..
"SSF","IC.FRM.FEMO.ZS",2017,..
"SSF","IC.FRM.FEMO.ZS",2016,31.81875
"SSF","IC.FRM.FEMO.ZS",2015,..
"SSF","IC.FRM.FEMO.ZS",2014,..
"SSF","IC.FRM.FEMO.ZS",2013,..
"SSF","IC.FRM.FEMO.ZS",2012,..
"SSF","IC.FRM.FEMO.ZS",2011,..
"SSF","IC.FRM.FEMO.ZS",2010,..
