"Country Code","Series Code","Time","Value"
"ABW","SP.DYN.LE00.IN",2016,75.867
"ABW","SP.DYN.LE00.IN",2015,75.725
"ABW","SP.DYN.LE00.IN",2014,75.582
"ABW","SP.DYN.LE00.IN",2013,75.44
"ABW","SP.DYN.LE00.IN",2012,75.299
"ABW","SP.DYN.LE00.IN",2011,75.158
"ABW","SP.DYN.LE00.IN",2010,75.016
"ABW","SP.DYN.LE00.IN",2009,74.872
"ABW","SP.DYN.LE00.IN",2008,74.725
"ABW","SP.DYN.LE00.IN",2007,74.576
"ABW","SP.DYN.LE00.IN",2006,74.429
"ABW","SP.DYN.LE00.IN",2005,74.287
"ABW","SP.DYN.LE00.IN",2004,74.156
"ABW","SP.DYN.LE00.IN",2003,74.038
"ABW","SP.DYN.LE00.IN",2002,73.937
"ABW","SP.DYN.LE00.IN",2001,73.853
"ABW","SP.DYN.LE00.IN",2000,73.787
"ABW","SP.DYN.LE00.IN",1999,73.738
"ABW","SP.DYN.LE00.IN",1998,73.7
"ABW","SP.DYN.LE00.IN",1997,73.671
"ABW","SP.DYN.LE00.IN",1996,73.646
"ABW","SP.DYN.LE00.IN",1995,73.622
"ABW","SP.DYN.LE00.IN",1994,73.598
"ABW","SP.DYN.LE00.IN",1993,73.573
"ABW","SP.DYN.LE00.IN",1992,73.544
"ABW","SP.DYN.LE00.IN",1991,73.509
"ABW","SP.DYN.LE00.IN",1990,73.468
"ABW","SP.DYN.LE00.IN",1989,73.425
"ABW","SP.DYN.LE00.IN",1988,73.378
"ABW","SP.DYN.LE00.IN",1987,73.325
"ABW","SP.DYN.LE00.IN",1986,73.262
"ABW","SP.DYN.LE00.IN",1985,73.181
"ABW","SP.DYN.LE00.IN",1984,73.071
"ABW","SP.DYN.LE00.IN",1983,72.929
"ABW","SP.DYN.LE00.IN",1982,72.751
"ABW","SP.DYN.LE00.IN",1981,72.538
"ABW","SP.DYN.LE00.IN",1980,72.293
"ABW","SP.DYN.LE00.IN",1979,72.023
"ABW","SP.DYN.LE00.IN",1978,71.736
"ABW","SP.DYN.LE00.IN",1977,71.441
"ABW","SP.DYN.LE00.IN",1976,71.14
"ABW","SP.DYN.LE00.IN",1975,70.833
"ABW","SP.DYN.LE00.IN",1974,70.519
"ABW","SP.DYN.LE00.IN",1973,70.191
"ABW","SP.DYN.LE00.IN",1972,69.851
"ABW","SP.DYN.LE00.IN",1971,69.498
"ABW","SP.DYN.LE00.IN",1970,69.14
"ABW","SP.DYN.LE00.IN",1969,68.784
"ABW","SP.DYN.LE00.IN",1968,68.436
"ABW","SP.DYN.LE00.IN",1967,68.095
