"Country Code","Series Code","Time","Value"
"ABW","EG.EGY.PRIM.PP.KD",2015,3.32454092428131
"AFG","EG.EGY.PRIM.PP.KD",2015,2.45770500221765
"AGO","EG.EGY.PRIM.PP.KD",2015,3.60595906776897
"ALB","EG.EGY.PRIM.PP.KD",2015,2.88661148238797
"AND","EG.EGY.PRIM.PP.KD",2015,..
"ARE","EG.EGY.PRIM.PP.KD",2015,5.08041965843662
"ARG","EG.EGY.PRIM.PP.KD",2015,4.34010162122093
"ARM","EG.EGY.PRIM.PP.KD",2015,5.38244293235421
"ASM","EG.EGY.PRIM.PP.KD",2015,..
"ATG","EG.EGY.PRIM.PP.KD",2015,3.89162926503199
"AUS","EG.EGY.PRIM.PP.KD",2015,5.03115546358054
"AUT","EG.EGY.PRIM.PP.KD",2015,3.60837670799345
"AZE","EG.EGY.PRIM.PP.KD",2015,3.73014078315772
"BDI","EG.EGY.PRIM.PP.KD",2015,7.72218437489304
"BEL","EG.EGY.PRIM.PP.KD",2015,4.74127411057829
"BEN","EG.EGY.PRIM.PP.KD",2015,9.07481537036461
"BFA","EG.EGY.PRIM.PP.KD",2015,6.03244507030799
"BGD","EG.EGY.PRIM.PP.KD",2015,3.13980502442378
"BGR","EG.EGY.PRIM.PP.KD",2015,6.38417492583013
"BHR","EG.EGY.PRIM.PP.KD",2015,9.78520977075594
"BHS","EG.EGY.PRIM.PP.KD",2015,4.03347210764914
"BIH","EG.EGY.PRIM.PP.KD",2015,8.72351247081657
"BLR","EG.EGY.PRIM.PP.KD",2015,6.47006816492061
"BLZ","EG.EGY.PRIM.PP.KD",2015,5.10670546242561
"BMU","EG.EGY.PRIM.PP.KD",2015,2.02626602134179
"BOL","EG.EGY.PRIM.PP.KD",2015,4.94824309303077
"BRA","EG.EGY.PRIM.PP.KD",2015,4.13022139420731
"BRB","EG.EGY.PRIM.PP.KD",2015,3.78336014014944
"BRN","EG.EGY.PRIM.PP.KD",2015,3.65225820025726
"BTN","EG.EGY.PRIM.PP.KD",2015,10.4079225807329
"BWA","EG.EGY.PRIM.PP.KD",2015,3.35102805516129
"CAF","EG.EGY.PRIM.PP.KD",2015,8.10372476525413
"CAN","EG.EGY.PRIM.PP.KD",2015,7.34149141792461
"CHE","EG.EGY.PRIM.PP.KD",2015,2.19457627268498
"CHI","EG.EGY.PRIM.PP.KD",2015,..
"CHL","EG.EGY.PRIM.PP.KD",2015,3.77685121790114
"CHN","EG.EGY.PRIM.PP.KD",2015,6.69006970167277
"CIV","EG.EGY.PRIM.PP.KD",2015,7.23590098153217
"CMR","EG.EGY.PRIM.PP.KD",2015,4.77752966152165
"COD","EG.EGY.PRIM.PP.KD",2015,20.937
"COG","EG.EGY.PRIM.PP.KD",2015,4.01614200972051
"COL","EG.EGY.PRIM.PP.KD",2015,2.2580137022641
"COM","EG.EGY.PRIM.PP.KD",2015,4.6913729905816
"CPV","EG.EGY.PRIM.PP.KD",2015,2.77272582273854
"CRI","EG.EGY.PRIM.PP.KD",2015,2.87898186287011
"CUB","EG.EGY.PRIM.PP.KD",2015,2.10722214387924
"CUW","EG.EGY.PRIM.PP.KD",2015,..
"CYM","EG.EGY.PRIM.PP.KD",2015,..
"CYP","EG.EGY.PRIM.PP.KD",2015,3.27462324276895
"CZE","EG.EGY.PRIM.PP.KD",2015,5.50770869901654
"DEU","EG.EGY.PRIM.PP.KD",2015,3.6030941551038
"DJI","EG.EGY.PRIM.PP.KD",2015,3.41189662230203
"DMA","EG.EGY.PRIM.PP.KD",2015,3.60851711236742
"DNK","EG.EGY.PRIM.PP.KD",2015,2.60694961697757
"DOM","EG.EGY.PRIM.PP.KD",2015,2.45204024490278
"DZA","EG.EGY.PRIM.PP.KD",2015,4.13270236532592
"ECU","EG.EGY.PRIM.PP.KD",2015,3.62322732622132
"EGY","EG.EGY.PRIM.PP.KD",2015,3.51107011031528
"ERI","EG.EGY.PRIM.PP.KD",2015,4.8289725556255
"ESP","EG.EGY.PRIM.PP.KD",2015,3.3273590424132
"EST","EG.EGY.PRIM.PP.KD",2015,6.31701835765886
"ETH","EG.EGY.PRIM.PP.KD",2015,13.6692641670453
"FIN","EG.EGY.PRIM.PP.KD",2015,6.36568443250672
"FJI","EG.EGY.PRIM.PP.KD",2015,4.85386471553695
"FRA","EG.EGY.PRIM.PP.KD",2015,4.10185369917219
"FRO","EG.EGY.PRIM.PP.KD",2015,..
"FSM","EG.EGY.PRIM.PP.KD",2015,6.58744661345086
"GAB","EG.EGY.PRIM.PP.KD",2015,6.53637696906845
"GBR","EG.EGY.PRIM.PP.KD",2015,3.01731446844954
"GEO","EG.EGY.PRIM.PP.KD",2015,5.78013591909206
"GHA","EG.EGY.PRIM.PP.KD",2015,3.74524032187346
"GIB","EG.EGY.PRIM.PP.KD",2015,..
"GIN","EG.EGY.PRIM.PP.KD",2015,10.6160385122455
"GMB","EG.EGY.PRIM.PP.KD",2015,4.49808095319411
"GNB","EG.EGY.PRIM.PP.KD",2015,12.0192721522321
"GNQ","EG.EGY.PRIM.PP.KD",2015,2.21443685935807
"GRC","EG.EGY.PRIM.PP.KD",2015,3.72312234989223
"GRD","EG.EGY.PRIM.PP.KD",2015,2.97162883878338
"GRL","EG.EGY.PRIM.PP.KD",2015,..
"GTM","EG.EGY.PRIM.PP.KD",2015,4.48345586321932
"GUM","EG.EGY.PRIM.PP.KD",2015,..
"GUY","EG.EGY.PRIM.PP.KD",2015,6.3628666799684
"HKG","EG.EGY.PRIM.PP.KD",2015,1.48808579269761
"HND","EG.EGY.PRIM.PP.KD",2015,6.15241325056345
"HRV","EG.EGY.PRIM.PP.KD",2015,4.05307604349478
"HTI","EG.EGY.PRIM.PP.KD",2015,10.1118921157077
"HUN","EG.EGY.PRIM.PP.KD",2015,4.31831150570238
"IDN","EG.EGY.PRIM.PP.KD",2015,3.52522267437828
"IMN","EG.EGY.PRIM.PP.KD",2015,..
"IND","EG.EGY.PRIM.PP.KD",2015,4.73091044855314
"IRL","EG.EGY.PRIM.PP.KD",2015,1.94829340955039
"IRN","EG.EGY.PRIM.PP.KD",2015,7.79411629860581
"IRQ","EG.EGY.PRIM.PP.KD",2015,3.71626708149862
"ISL","EG.EGY.PRIM.PP.KD",2015,16.557495602537
"ISR","EG.EGY.PRIM.PP.KD",2015,3.59058439689
"ITA","EG.EGY.PRIM.PP.KD",2015,3.07219897115511
"JAM","EG.EGY.PRIM.PP.KD",2015,5.20720144232321
"JOR","EG.EGY.PRIM.PP.KD",2015,4.64266142520708
"JPN","EG.EGY.PRIM.PP.KD",2015,3.74238616904232
"KAZ","EG.EGY.PRIM.PP.KD",2015,7.92285245133914
"KEN","EG.EGY.PRIM.PP.KD",2015,7.84569055131701
"KGZ","EG.EGY.PRIM.PP.KD",2015,8.64284844122442
"KHM","EG.EGY.PRIM.PP.KD",2015,5.76953772321403
"KIR","EG.EGY.PRIM.PP.KD",2015,4.13745997897163
"KNA","EG.EGY.PRIM.PP.KD",2015,2.56059973203276
"KOR","EG.EGY.PRIM.PP.KD",2015,6.54805337164954
"KWT","EG.EGY.PRIM.PP.KD",2015,5.31679325205474
"LAO","EG.EGY.PRIM.PP.KD",2015,5.17189025046944
"LBN","EG.EGY.PRIM.PP.KD",2015,4.17764316047602
"LBR","EG.EGY.PRIM.PP.KD",2015,25.9923426815392
"LBY","EG.EGY.PRIM.PP.KD",2015,4.2082609407282
"LCA","EG.EGY.PRIM.PP.KD",2015,3.18626739415913
"LIE","EG.EGY.PRIM.PP.KD",2015,..
"LKA","EG.EGY.PRIM.PP.KD",2015,2.06413179049108
"LSO","EG.EGY.PRIM.PP.KD",2015,9.72402849997534
"LTU","EG.EGY.PRIM.PP.KD",2015,3.85930726853182
"LUX","EG.EGY.PRIM.PP.KD",2015,2.87275790450914
"LVA","EG.EGY.PRIM.PP.KD",2015,3.91412407131966
"MAC","EG.EGY.PRIM.PP.KD",2015,0.657095507447482
"MAF","EG.EGY.PRIM.PP.KD",2015,..
"MAR","EG.EGY.PRIM.PP.KD",2015,3.15452691832883
"MCO","EG.EGY.PRIM.PP.KD",2015,..
"MDA","EG.EGY.PRIM.PP.KD",2015,8.392266857123
"MDG","EG.EGY.PRIM.PP.KD",2015,5.36685845365726
"MDV","EG.EGY.PRIM.PP.KD",2015,3.84283587378215
"MEX","EG.EGY.PRIM.PP.KD",2015,3.73852342945458
"MHL","EG.EGY.PRIM.PP.KD",2015,11.3468624199786
"MKD","EG.EGY.PRIM.PP.KD",2015,4.22656745707274
"MLI","EG.EGY.PRIM.PP.KD",2015,2.82641942372024
"MLT","EG.EGY.PRIM.PP.KD",2015,1.80845409467434
"MMR","EG.EGY.PRIM.PP.KD",2015,3.12418890377145
"MNE","EG.EGY.PRIM.PP.KD",2015,4.44637557737258
"MNG","EG.EGY.PRIM.PP.KD",2015,6.09524907108966
"MNP","EG.EGY.PRIM.PP.KD",2015,..
"MOZ","EG.EGY.PRIM.PP.KD",2015,17.3105745223817
"MRT","EG.EGY.PRIM.PP.KD",2015,3.58604838368407
"MUS","EG.EGY.PRIM.PP.KD",2015,2.55086341534477
"MWI","EG.EGY.PRIM.PP.KD",2015,4.08477835402939
"MYS","EG.EGY.PRIM.PP.KD",2015,4.68220513581964
"NAM","EG.EGY.PRIM.PP.KD",2015,3.26071850470963
"NCL","EG.EGY.PRIM.PP.KD",2015,..
"NER","EG.EGY.PRIM.PP.KD",2015,6.94981928727214
"NGA","EG.EGY.PRIM.PP.KD",2015,5.67956070545213
"NIC","EG.EGY.PRIM.PP.KD",2015,5.42963317938131
"NLD","EG.EGY.PRIM.PP.KD",2015,3.93663033533435
"NOR","EG.EGY.PRIM.PP.KD",2015,3.75346006759983
"NPL","EG.EGY.PRIM.PP.KD",2015,7.42382880373283
"NRU","EG.EGY.PRIM.PP.KD",2015,4.3650096938977
"NZL","EG.EGY.PRIM.PP.KD",2015,5.42357488787572
"OMN","EG.EGY.PRIM.PP.KD",2015,6.30342698953805
"PAK","EG.EGY.PRIM.PP.KD",2015,4.42216271628902
"PAN","EG.EGY.PRIM.PP.KD",2015,2.17353444437206
"PER","EG.EGY.PRIM.PP.KD",2015,2.79098842070488
"PHL","EG.EGY.PRIM.PP.KD",2015,3.12231563959038
"PLW","EG.EGY.PRIM.PP.KD",2015,10.238607153043
