"Country Code","Series Code","Time","Value"
"ABW","ER.LND.PTLD.ZS",2016,0.53
"AFG","ER.LND.PTLD.ZS",2016,0.1
"AGO","ER.LND.PTLD.ZS",2016,6.97
"ALB","ER.LND.PTLD.ZS",2016,17.21
"AND","ER.LND.PTLD.ZS",2016,21.19
"ARE","ER.LND.PTLD.ZS",2016,13.07
"ARG","ER.LND.PTLD.ZS",2016,8.89
"ARM","ER.LND.PTLD.ZS",2016,23.11
"ASM","ER.LND.PTLD.ZS",2016,4.27
"ATG","ER.LND.PTLD.ZS",2016,19.33
"AUS","ER.LND.PTLD.ZS",2016,16.98
"AUT","ER.LND.PTLD.ZS",2016,28.44
"AZE","ER.LND.PTLD.ZS",2016,10.15
"BDI","ER.LND.PTLD.ZS",2016,7.59
"BEL","ER.LND.PTLD.ZS",2016,23.21
"BEN","ER.LND.PTLD.ZS",2016,28.87
"BFA","ER.LND.PTLD.ZS",2016,15.08
"BGD","ER.LND.PTLD.ZS",2016,4.61
"BGR","ER.LND.PTLD.ZS",2016,34.69
"BHR","ER.LND.PTLD.ZS",2016,6.7
"BHS","ER.LND.PTLD.ZS",2016,31.2
"BIH","ER.LND.PTLD.ZS",2016,1.45
"BLR","ER.LND.PTLD.ZS",2016,9.51
"BLZ","ER.LND.PTLD.ZS",2016,37.68
"BMU","ER.LND.PTLD.ZS",2016,5.52
"BOL","ER.LND.PTLD.ZS",2016,30.87
"BRA","ER.LND.PTLD.ZS",2016,28.94
"BRB","ER.LND.PTLD.ZS",2016,1.35
"BRN","ER.LND.PTLD.ZS",2016,46.87
"BTN","ER.LND.PTLD.ZS",2016,48.01
"BWA","ER.LND.PTLD.ZS",2016,29.14
"CAF","ER.LND.PTLD.ZS",2016,18.06
"CAN","ER.LND.PTLD.ZS",2016,9.69
"CHE","ER.LND.PTLD.ZS",2016,9.65
"CHI","ER.LND.PTLD.ZS",2016,..
"CHL","ER.LND.PTLD.ZS",2016,18.4
"CHN","ER.LND.PTLD.ZS",2016,17.08
"CIV","ER.LND.PTLD.ZS",2016,22.88
"CMR","ER.LND.PTLD.ZS",2016,10.6
"COD","ER.LND.PTLD.ZS",2016,12.7
"COG","ER.LND.PTLD.ZS",2016,40.59
"COL","ER.LND.PTLD.ZS",2016,14.16
"COM","ER.LND.PTLD.ZS",2016,10.17
"CPV","ER.LND.PTLD.ZS",2016,2.6
"CRI","ER.LND.PTLD.ZS",2016,27.6
"CUB","ER.LND.PTLD.ZS",2016,16.55
"CUW","ER.LND.PTLD.ZS",2016,15.52
"CYM","ER.LND.PTLD.ZS",2016,10.72
"CYP","ER.LND.PTLD.ZS",2016,18.65
"CZE","ER.LND.PTLD.ZS",2016,21.69
"DEU","ER.LND.PTLD.ZS",2016,37.68
"DJI","ER.LND.PTLD.ZS",2016,1.57
"DMA","ER.LND.PTLD.ZS",2016,22.06
"DNK","ER.LND.PTLD.ZS",2016,17.56
"DOM","ER.LND.PTLD.ZS",2016,23.02
"DZA","ER.LND.PTLD.ZS",2016,7.5
"ECU","ER.LND.PTLD.ZS",2016,20.03
"EGY","ER.LND.PTLD.ZS",2016,13.14
"ERI","ER.LND.PTLD.ZS",2016,4.87
"ESP","ER.LND.PTLD.ZS",2016,28.02
"EST","ER.LND.PTLD.ZS",2016,20.18
"ETH","ER.LND.PTLD.ZS",2016,18.47
"FIN","ER.LND.PTLD.ZS",2016,14.94
"FJI","ER.LND.PTLD.ZS",2016,5.4
"FRA","ER.LND.PTLD.ZS",2016,26.03
"FRO","ER.LND.PTLD.ZS",2016,2.34
"FSM","ER.LND.PTLD.ZS",2016,4.28
"GAB","ER.LND.PTLD.ZS",2016,20.14
"GBR","ER.LND.PTLD.ZS",2016,28.24
"GEO","ER.LND.PTLD.ZS",2016,8.33
"GHA","ER.LND.PTLD.ZS",2016,15.06
"GIB","ER.LND.PTLD.ZS",2016,26.67
"GIN","ER.LND.PTLD.ZS",2016,30.68
"GMB","ER.LND.PTLD.ZS",2016,4.11
"GNB","ER.LND.PTLD.ZS",2016,16.66
"GNQ","ER.LND.PTLD.ZS",2016,19.27
"GRC","ER.LND.PTLD.ZS",2016,34.96
"GRD","ER.LND.PTLD.ZS",2016,9.37
"GRL","ER.LND.PTLD.ZS",2016,41.12
"GTM","ER.LND.PTLD.ZS",2016,31.75
"GUM","ER.LND.PTLD.ZS",2016,21.92
"GUY","ER.LND.PTLD.ZS",2016,8.74
"HKG","ER.LND.PTLD.ZS",2016,41.9
"HND","ER.LND.PTLD.ZS",2016,28.44
"HRV","ER.LND.PTLD.ZS",2016,38.11
"HTI","ER.LND.PTLD.ZS",2016,0.27
"HUN","ER.LND.PTLD.ZS",2016,22.6
