"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","SDG_AFR_SSA","M49_AFR_EA","Eastern Africa","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","4.16","C, 1, 12","4.05","C, 2, 12","4.07","C, 3, 12","4.22","C, 4, 12","","","4.16","C, 6, 12","4.13","C, 7, 12","3.90","C, 8, 12","3.68","C, 9, 12","3.74","C, 10, 12","3.54","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","BDI","Burundi","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","9.77","C, 1, 12","11.37","C, 2, 12","11.39","C, 3, 12","12.17","C, 4, 12","12.04","C, 5, 12","12.97","C, 6, 12","12.66","C, 7, 12","11.68","C, 8, 12","9.67","C, 9, 12","8.58","C, 10, 12","7.28","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","DJI","Djibouti","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","4.00","C, 1, 12","3.56","C, 2, 12","3.76","C, 3, 12","3.78","C, 4, 12","3.59","C, 5, 12","3.73","C, 6, 12","3.68","C, 7, 12","3.73","C, 8, 12","2.95","C, 9, 12","2.93","C, 10, 12","2.83","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","ERI","Eritrea","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","4.04","C, 1, 12","5.22","C, 2, 12","3.95","C, 3, 12","3.89","C, 4, 12","3.91","C, 5, 12","4.50","C, 6, 12","4.42","C, 7, 12","4.66","C, 8, 12","3.48","C, 9, 12","3.09","C, 10, 12","3.09","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","ETH","Ethiopia","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","0.20","C, 1, 12","0.24","C, 2, 12","0.26","C, 3, 12","0.31","C, 4, 12","0.31","C, 5, 12","0.29","C, 6, 12","0.36","C, 7, 12","0.36","C, 8, 12","0.31","C, 9, 12","0.31","C, 10, 12","0.28","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","KEN","Kenya","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","4.93","C, 1, 12","4.85","C, 2, 12","4.90","C, 3, 12","4.67","C, 4, 12","4.60","C, 5, 12","4.80","C, 6, 12","4.66","C, 7, 12","4.53","C, 8, 12","4.47","C, 9, 12","4.79","C, 10, 12","4.55","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","MDG","Madagascar","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.95","C, 1, 12","1.95","C, 2, 12","2.36","C, 3, 12","2.74","C, 4, 12","2.27","C, 5, 12","2.25","C, 6, 12","2.44","C, 7, 12","2.79","C, 8, 12","3.04","C, 9, 12","3.41","C, 10, 12","3.20","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","MWI","Malawi","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","3.61","C, 1, 12","3.63","C, 2, 12","3.62","C, 3, 12","3.40","C, 4, 12","3.17","C, 5, 12","3.22","C, 6, 12","3.32","C, 7, 12","3.10","C, 8, 12","3.08","C, 9, 12","3.63","C, 10, 12","3.33","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","MUS","Mauritius","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","3.07","C, 1, 12","2.85","C, 2, 12","2.80","C, 3, 12","2.79","C, 4, 12","2.79","C, 5, 12","2.81","C, 6, 12","2.79","C, 7, 12","2.65","C, 8, 12","2.64","C, 9, 12","2.52","C, 10, 12","2.52","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","MOZ","Mozambique","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","5.37","C, 1, 12","4.50","C, 2, 12","4.30","C, 3, 12","4.47","C, 4, 12","4.12","C, 5, 12","4.11","C, 6, 12","3.92","C, 7, 12","3.34","C, 8, 12","3.48","C, 9, 12","3.57","C, 10, 12","3.35","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","RWA","Rwanda","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","7.91","C, 1, 12","7.48","C, 2, 12","7.42","C, 3, 12","7.38","C, 4, 12","7.04","C, 5, 12","6.89","C, 6, 12","7.91","C, 7, 12","7.73","C, 8, 12","5.61","C, 9, 12","6.84","C, 10, 12","6.71","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","SYC","Seychelles","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","2.26","C, 1, 12","2.12","C, 2, 12","2.11","C, 3, 12","2.40","C, 4, 12","2.38","C, 5, 12","2.54","C, 6, 12","2.49","C, 7, 12","2.52","C, 8, 12","2.01","C, 9, 12","2.20","C, 10, 12","1.97","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","SOM","Somalia","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","14.58","C, 1, 12","13.74","C, 2, 12","13.93","C, 3, 12","14.53","C, 4, 12","14.73","C, 5, 12","15.17","C, 6, 12","15.33","C, 7, 12","14.21","C, 8, 12","13.32","C, 9, 12","13.51","C, 10, 12","12.76","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","UGA","Uganda","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","6.72","C, 1, 12","6.46","C, 2, 12","6.22","C, 3, 12","6.52","C, 4, 12","6.38","C, 5, 12","6.29","C, 6, 12","6.19","C, 7, 12","6.11","C, 8, 12","5.58","C, 9, 12","5.59","C, 10, 12","5.56","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","ZMB","Zambia","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","3.84","C, 1, 12","4.00","C, 2, 12","3.94","C, 3, 12","4.51","C, 4, 12","4.41","C, 5, 12","4.63","C, 6, 12","4.59","C, 7, 12","3.78","C, 8, 12","3.80","C, 9, 12","3.79","C, 10, 12","3.38","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_EA","ZWE","Zimbabwe","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","2.20","C, 1, 12","2.05","C, 2, 12","1.93","C, 3, 12","2.08","C, 4, 12","2.10","C, 5, 12","2.13","C, 6, 12","2.15","C, 7, 12","2.03","C, 8, 12","1.70","C, 9, 12","1.26","C, 10, 12","1.45","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","SDG_AFR_SSA","M49_AFR_MA","Middle Africa","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","2.47","C, 1, 12","2.53","C, 2, 12","2.40","C, 3, 12","2.43","C, 4, 12","2.31","C, 5, 12","2.28","C, 6, 12","2.16","C, 7, 12","2.15","C, 8, 12","2.15","C, 9, 12","2.40","C, 10, 12","2.21","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_MA","AGO","Angola","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","0.99","C, 1, 12","1.17","C, 2, 12","1.06","C, 3, 12","1.14","C, 4, 12","1.02","C, 5, 12","1.07","C, 6, 12","0.91","C, 7, 12","1.03","C, 8, 12","1.09","C, 9, 12","1.32","C, 10, 12","1.12","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_MA","CMR","Cameroon","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.85","C, 1, 12","1.86","C, 2, 12","1.80","C, 3, 12","1.80","C, 4, 12","1.83","C, 5, 12","1.85","C, 6, 12","1.74","C, 7, 12","1.75","C, 8, 12","1.73","C, 9, 12","2.06","C, 10, 12","1.97","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_MA","CAF","Central African Republic","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","4.64","C, 1, 12","4.95","C, 2, 12","5.24","C, 3, 12","5.64","C, 4, 12","6.20","C, 5, 12","6.42","C, 6, 12","6.24","C, 7, 12","6.60","C, 8, 12","6.62","C, 9, 12","7.15","C, 10, 12","6.77","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_MA","TCD","Chad","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","3.87","C, 1, 12","3.98","C, 2, 12","3.94","C, 3, 12","3.60","C, 4, 12","2.39","C, 5, 12","2.26","C, 6, 12","2.43","C, 7, 12","2.29","C, 8, 12","2.35","C, 9, 12","2.56","C, 10, 12","2.28","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_MA","COG","Congo","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.10","C, 1, 12","1.13","C, 2, 12","1.23","C, 3, 12","1.31","C, 4, 12","1.35","C, 5, 12","1.29","C, 6, 12","1.28","C, 7, 12","1.53","C, 8, 12","1.51","C, 9, 12","1.54","C, 10, 12","1.40","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_MA","COD","Democratic Republic of the Congo","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","8.39","C, 1, 12","8.58","C, 2, 12","8.23","C, 3, 12","8.04","C, 4, 12","7.96","C, 5, 12","7.87","C, 6, 12","7.61","C, 7, 12","7.28","C, 8, 12","7.15","C, 9, 12","7.56","C, 10, 12","7.20","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_MA","GAB","Gabon","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","0.66","C, 1, 12","0.62","C, 2, 12","0.66","C, 3, 12","0.72","C, 4, 12","0.69","C, 5, 12","0.66","C, 6, 12","0.79","C, 7, 12","0.76","C, 8, 12","0.73","C, 9, 12","0.76","C, 10, 12","0.64","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_MA","STP","Sao Tome and Principe","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","8.91","C, 1, 12","6.14","C, 2, 12","6.65","C, 3, 12","7.49","C, 4, 12","7.64","C, 5, 12","7.74","C, 6, 12","8.72","C, 7, 12","9.84","C, 8, 12","7.52","C, 9, 12","7.89","C, 10, 12","7.56","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","SDG_AFR_SSA","M49_AFR_SA","Southern Africa","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","2.01","C, 1, 12","1.79","C, 2, 12","1.78","C, 3, 12","1.86","C, 4, 12","1.90","C, 5, 12","1.91","C, 6, 12","1.80","C, 7, 12","1.71","C, 8, 12","1.58","C, 9, 12","1.54","C, 10, 12","1.59","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_SA","BWA","Botswana","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","2.96","C, 1, 12","2.87","C, 2, 12","2.74","C, 3, 12","2.93","C, 4, 12","2.91","C, 5, 12","2.87","C, 6, 12","2.54","C, 7, 12","2.42","C, 8, 12","2.37","C, 9, 12","2.73","C, 10, 12","2.76","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_SA","LSO","Lesotho","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","4.68","C, 1, 12","4.37","C, 2, 12","4.21","C, 3, 12","4.51","C, 4, 12","4.65","C, 5, 12","4.63","C, 6, 12","4.77","C, 7, 12","5.11","C, 8, 12","4.02","C, 9, 12","4.79","C, 10, 12","5.59","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_SA","NAM","Namibia","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.73","C, 1, 12","1.76","C, 2, 12","1.58","C, 3, 12","1.97","C, 4, 12","1.87","C, 5, 12","1.88","C, 6, 12","1.74","C, 7, 12","1.67","C, 8, 12","1.53","C, 9, 12","1.47","C, 10, 12","1.48","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_SA","ZAF","South Africa","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.95","C, 1, 12","1.71","C, 2, 12","1.71","C, 3, 12","1.77","C, 4, 12","1.82","C, 5, 12","1.83","C, 6, 12","1.73","C, 7, 12","1.64","C, 8, 12","1.52","C, 9, 12","1.46","C, 10, 12","1.50","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_SA","SWZ","Swaziland","","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","3.63","C, 1, 12","3.49","C, 2, 12","3.53","C, 3, 12","3.97","C, 4, 12","3.91","C, 5, 12","3.96","C, 6, 12","3.79","C, 7, 12","3.68","C, 8, 12","3.32","C, 9, 12","3.58","C, 10, 12","3.52","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","SDG_AFR_SSA","M49_AFR_WA","Western Africa","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","2.39","C, 1, 12","2.56","C, 2, 12","2.23","C, 3, 12","2.38","C, 4, 12","2.15","C, 5, 12","2.22","C, 6, 12","2.28","C, 7, 12","2.31","C, 8, 12","2.20","C, 9, 12","2.05","C, 10, 12","2.05","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","BEN","Benin","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","4.05","C, 1, 12","3.51","C, 2, 12","3.21","C, 3, 12","3.46","C, 4, 12","3.32","C, 5, 12","4.14","C, 6, 12","5.81","C, 7, 12","6.15","C, 8, 12","5.86","C, 9, 12","6.20","C, 10, 12","5.86","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","BFA","Burkina Faso","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","5.15","C, 1, 12","5.44","C, 2, 12","5.17","C, 3, 12","5.85","C, 4, 12","5.93","C, 5, 12","6.19","C, 6, 12","6.38","C, 7, 12","6.35","C, 8, 12","6.41","C, 9, 12","6.57","C, 10, 12","6.71","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","CPV","Cabo Verde","","","True","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","2.35","C, 1, 12","1.99","C, 2, 12","2.15","C, 3, 12","2.11","C, 4, 12","2.21","C, 5, 12","2.17","C, 6, 12","2.31","C, 7, 12","2.56","C, 8, 12","1.99","C, 9, 12","2.16","C, 10, 12","2.03","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","CIV","Côte d'Ivoire","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.24","C, 1, 12","1.18","C, 2, 12","1.21","C, 3, 12","1.30","C, 4, 12","1.20","C, 5, 12","1.19","C, 6, 12","1.15","C, 7, 12","1.12","C, 8, 12","1.01","C, 9, 12","1.01","C, 10, 12","0.98","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","GMB","Gambia","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","6.11","C, 1, 12","5.00","C, 2, 12","6.09","C, 3, 12","7.20","C, 4, 12","7.00","C, 5, 12","7.20","C, 6, 12","7.14","C, 7, 12","6.26","C, 8, 12","5.68","C, 9, 12","5.54","C, 10, 12","5.41","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","GHA","Ghana","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","3.02","C, 1, 12","3.12","C, 2, 12","3.19","C, 3, 12","3.56","C, 4, 12","3.32","C, 5, 12","3.68","C, 6, 12","3.79","C, 7, 12","3.79","C, 8, 12","3.50","C, 9, 12","3.23","C, 10, 12","3.44","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","GIN","Guinea","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","8.25","C, 1, 12","7.86","C, 2, 12","7.94","C, 3, 12","8.65","C, 4, 12","8.15","C, 5, 12","7.05","C, 6, 12","6.58","C, 7, 12","7.40","C, 8, 12","7.28","C, 9, 12","7.31","C, 10, 12","6.94","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","LBR","Liberia","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","4.34","C, 1, 12","3.77","C, 2, 12","3.28","C, 3, 12","3.70","C, 4, 12","4.62","C, 5, 12","4.43","C, 6, 12","5.61","C, 7, 12","5.63","C, 8, 12","4.10","C, 9, 12","4.40","C, 10, 12","3.80","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","MLI","Mali","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","6.40","C, 1, 12","6.86","C, 2, 12","7.31","C, 3, 12","7.53","C, 4, 12","7.80","C, 5, 12","8.14","C, 6, 12","8.02","C, 7, 12","8.25","C, 8, 12","8.36","C, 9, 12","8.00","C, 10, 12","8.55","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","MRT","Mauritania","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","4.36","C, 1, 12","4.09","C, 2, 12","4.23","C, 3, 12","4.50","C, 4, 12","4.40","C, 5, 12","4.16","C, 6, 12","3.14","C, 7, 12","3.53","C, 8, 12","3.17","C, 9, 12","3.37","C, 10, 12","3.14","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","NER","Niger","True","True","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","8.29","C, 1, 12","9.02","C, 2, 12","8.91","C, 3, 12","9.97","C, 4, 12","10.21","C, 5, 12","10.86","C, 6, 12","11.08","C, 7, 12","11.40","C, 8, 12","11.77","C, 9, 12","12.09","C, 10, 12","12.22","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","NGA","Nigeria","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.73","C, 1, 12","1.96","C, 2, 12","1.53","C, 3, 12","1.64","C, 4, 12","1.39","C, 5, 12","1.42","C, 6, 12","1.43","C, 7, 12","1.47","C, 8, 12","1.36","C, 9, 12","1.20","C, 10, 12","1.20","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","SEN","Senegal","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","2.91","C, 1, 12","3.15","C, 2, 12","3.16","C, 3, 12","3.43","C, 4, 12","3.44","C, 5, 12","3.52","C, 6, 12","3.42","C, 7, 12","3.72","C, 8, 12","3.64","C, 9, 12","3.65","C, 10, 12","3.63","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","SLE","Sierra Leone","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","6.68","C, 1, 12","5.97","C, 2, 12","5.20","C, 3, 12","5.16","C, 4, 12","4.88","C, 5, 12","5.04","C, 6, 12","6.91","C, 7, 12","6.28","C, 8, 12","5.80","C, 9, 12","5.98","C, 10, 12","6.21","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_AFR_WA","TGO","Togo","True","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","5.70","C, 1, 12","5.27","C, 2, 12","5.71","C, 3, 12","4.91","C, 4, 12","4.89","C, 5, 12","5.07","C, 6, 12","6.70","C, 7, 12","4.88","C, 8, 12","5.97","C, 9, 12","5.86","C, 10, 12","5.37","C, 11, 12"
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_OCE","MDG_OCE","Oceania (excluding Australia and New Zealand)","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","1.54","C, 1, 12","1.43","C, 2, 12","1.45","C, 3, 12","1.50","C, 4, 12","1.53","C, 5, 12","1.56","C, 6, 12","1.59","C, 7, 12","1.71","C, 8, 12","1.51","C, 9, 12","1.62","C, 10, 12","1.58","C, 11, 12"
